gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyChargeGroup,ChargesRatio,ServiceCount,IsLongTermCustomer,IsAutoPay,HasInternet
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,20.15,1,0-12,Low,0.9527186761229315,1,0,0,0
Male,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,69.75,1,0-12,Medium,0.9858657243816255,1,0,1,1
Female,1,1,0,32,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.2,2931.0,1,25-48,High,31.11464968152866,4,1,0,1
Male,0,1,1,17,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,80.85,1400.85,1,13-24,High,17.114844227244962,2,0,0,1
Female,0,0,0,4,0,0,DSL,1,1,0,0,0,0,Month-to-month,1,Electronic check,33.65,137.85,1,0-12,Low,3.9783549783549783,2,0,0,1
Female,0,0,0,36,1,1,DSL,0,0,1,0,0,0,One year,0,Electronic check,55.8,1941.5,0,25-48,Medium,34.181338028169016,3,1,0,1
Female,0,0,0,50,0,0,DSL,0,1,1,1,0,0,Two year,0,Credit card (automatic),39.7,1932.75,0,49-60,Medium,47.48771498771499,3,1,1,1
Female,0,1,1,48,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),29.5,1423.05,0,25-48,Low,46.657377049180326,1,1,1,1
Female,0,0,1,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.15,970.85,0,49-60,Low,45.90307328605201,1,1,1,0
Male,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),79.55,5810.9,0,61-72,High,72.14028553693358,7,1,1,1
Male,0,0,1,10,1,1,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),24.8,223.9,0,0-12,Low,8.678294573643411,2,0,1,0
Female,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,391.7,0,13-24,Low,18.968523002421307,1,0,0,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,79.95,1,0-12,High,0.9876466954910439,2,0,0,1
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.3,19.3,1,0-12,Low,0.9507389162561576,1,0,0,0
Male,0,0,0,9,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.05,811.65,0,0-12,High,8.539189900052603,4,0,0,1
Male,0,0,0,2,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,0,Mailed check,90.75,174.75,0,0-12,High,1.904632152588556,4,0,0,1
Female,0,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),78.85,3126.85,0,25-48,High,39.159048215403885,3,1,1,1
Male,0,1,0,69,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Bank transfer (automatic),99.5,6841.45,0,61-72,High,68.07412935323383,5,1,1,1
Female,0,1,0,37,1,1,Fiber optic,1,0,1,1,0,1,One year,1,Electronic check,99.2,3754.6,1,25-48,High,37.471057884231534,6,1,0,1
Male,0,0,1,18,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),80.55,1406.65,0,13-24,High,17.24892703862661,3,0,1,1
Male,1,1,0,11,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,834.7,0,0-12,High,11.723314606741573,1,0,0,1
Female,0,1,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.2,627.4,1,0-12,High,7.278422273781902,3,0,1,1
Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,242.0,1,0-12,High,3.1737704918032787,2,0,0,1
Male,0,1,1,55,1,0,DSL,1,0,0,0,0,1,One year,0,Credit card (automatic),59.45,3157.0,0,49-60,Medium,52.224979321753516,3,1,1,1
Male,0,1,0,33,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,93.35,3092.0,0,25-48,High,32.771595124536304,5,1,0,1
Female,0,0,0,46,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.95,2168.9,0,25-48,Medium,47.201305767138194,1,1,1,1
Male,0,0,0,34,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),26.1,980.35,0,25-48,Low,36.17527675276752,2,1,1,0
Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.2,65.95,0,0-12,Low,3.1108490566037736,1,0,0,0
Male,0,1,1,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,21.25,711.9,0,25-48,Low,31.99550561797753,1,1,0,0
Female,0,0,0,33,1,1,DSL,1,0,0,1,0,0,One year,0,Electronic check,59.4,1952.8,0,25-48,Medium,32.33112582781457,4,1,0,1
Male,0,1,1,45,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Credit card (automatic),95.0,4368.85,0,25-48,High,45.50885416666667,5,1,1,1
Male,0,0,0,40,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,61.9,2647.1,0,25-48,Medium,42.08426073131955,4,1,0,1
Female,0,0,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,118.65,8477.6,0,61-72,Very High,70.85332218972002,8,1,0,1
Male,0,0,0,1,1,1,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,54.35,54.35,1,0-12,Medium,0.98193315266486,3,0,0,1
Female,0,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.45,4528.0,0,61-72,Medium,69.18258212375859,6,1,1,1
Female,0,1,1,22,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.15,1790.65,0,13-24,High,22.06592729513247,2,0,0,1
Male,0,1,1,46,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.2,845.6,0,25-48,Low,39.88679245283019,1,1,1,0
Female,0,1,1,55,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,21.0,1210.3,0,49-60,Low,55.01363636363636,1,1,0,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0,0-12,Low,0.9533799533799534,1,0,0,0
Female,0,0,0,12,1,1,DSL,0,0,0,1,1,1,One year,1,Mailed check,75.85,854.45,0,0-12,High,11.118412491867275,5,0,0,1
Male,0,0,0,31,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,80.45,2429.1,0,25-48,High,29.8232044198895,3,1,0,1
Male,0,1,0,5,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.95,100.4,1,0-12,Low,3.8689788053949905,0,0,0,1
Female,0,1,1,67,1,1,DSL,1,0,0,0,1,1,Two year,1,Electronic check,75.5,5229.45,0,61-72,High,68.35882352941177,5,1,0,1
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.45,44.45,0,0-12,Medium,0.977997799779978,1,0,0,1
Male,0,1,0,40,0,0,DSL,1,1,1,0,0,0,One year,1,Electronic check,42.35,1716.45,1,25-48,Medium,39.59515570934256,3,1,0,1
Male,0,1,1,41,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Credit card (automatic),74.55,3023.55,0,25-48,High,40.02051621442754,6,1,1,1
Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.3,75.3,1,0-12,High,0.9868938401048493,2,0,0,1
Male,0,0,0,51,1,1,Fiber optic,1,1,0,0,1,0,One year,1,Electronic check,94.8,4837.6,1,49-60,High,50.496868475991654,5,1,0,1
Male,0,1,1,42,0,0,DSL,1,0,1,1,1,0,Two year,0,Credit card (automatic),48.15,2032.3,0,25-48,Medium,41.34893184130214,4,1,1,1
Male,0,1,1,23,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,436.9,0,13-24,Low,21.15738498789346,1,0,0,0
Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.55,70.55,1,0-12,High,0.9860237596086653,1,0,0,1
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.15,20.15,0,0-12,Low,0.9527186761229315,1,0,0,0
Female,0,0,0,56,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),106.6,5893.95,0,49-60,Very High,54.77648698884759,6,1,1,1
Male,0,0,1,15,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,91.0,1430.05,0,13-24,High,15.544021739130434,4,0,0,1
Male,0,1,1,12,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.4,313.0,0,0-12,Low,11.856060606060607,2,0,1,0
Female,0,1,1,54,1,0,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),69.95,3871.85,0,49-60,Medium,54.57152924594785,5,1,1,1
Female,0,0,0,7,1,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,66.85,458.1,0,0-12,Medium,6.751658069270451,3,0,0,1
Female,0,1,1,33,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),86.15,2745.7,1,25-48,High,31.505450372920247,3,1,1,1
Male,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.15,341.35,0,13-24,Low,16.139479905437355,1,0,0,0
Female,0,0,1,21,1,0,DSL,1,0,1,0,0,1,One year,0,Mailed check,64.85,1336.8,0,13-24,Medium,20.30068337129841,4,0,0,1
Male,1,1,0,30,1,1,DSL,0,0,1,0,1,1,Two year,0,Electronic check,74.85,2181.75,0,25-48,High,28.764007910349378,5,1,0,1
Male,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.5,147.75,0,0-12,Medium,2.8689320388349513,2,0,0,1
Male,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,72.9,818.45,0,0-12,High,11.07510148849797,2,0,0,1
Female,0,0,0,62,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Credit card (automatic),115.05,7133.45,0,61-72,Very High,61.46876346402413,8,1,1,1
Male,0,0,0,18,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.0,348.8,0,13-24,Low,17.44,1,0,0,0
Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.55,128.6,0,0-12,Low,6.257907542579075,1,0,0,0
Female,0,0,0,46,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.1,4674.4,0,25-48,Very High,45.78256611165524,5,1,0,1
Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.1,1737.45,0,13-24,High,20.416568742655702,3,0,0,1
Male,0,0,0,68,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.15,1498.85,0,61-72,Low,59.59642147117296,2,1,1,0
Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.1,50.1,0,0-12,Medium,0.9804305283757339,2,0,0,1
Female,0,1,0,25,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.6,1797.75,0,25-48,High,23.779761904761905,2,1,0,1
Female,0,0,1,24,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,498.1,0,13-24,Low,24.004819277108435,1,1,0,0
Female,0,1,0,30,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,2624.25,1,25-48,High,30.51453488372093,3,1,0,1
Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.55,184.1,1,0-12,High,2.257510729613734,2,0,0,1
Male,0,1,0,51,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),106.8,5498.8,0,49-60,Very High,51.009276437847866,6,1,1,1
Female,0,1,1,57,1,1,DSL,1,0,1,1,1,1,Two year,1,Electronic check,84.5,4845.4,0,49-60,High,56.67134502923976,7,1,0,1
Female,0,0,0,15,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.05,369.1,0,13-24,Low,14.16890595009597,2,0,1,0
Female,0,1,1,72,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),83.7,6096.9,0,61-72,High,71.98229043683588,7,1,1,1
Female,0,0,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,75.8,160.75,1,0-12,High,2.0930989583333335,2,0,0,1
Male,0,1,0,28,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,0,Credit card (automatic),96.6,2684.35,0,25-48,High,27.50358606557377,5,1,1,1
Male,1,1,0,29,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.5,3004.15,1,25-48,High,30.19246231155779,5,1,0,1
Male,0,1,1,70,1,0,Fiber optic,1,1,1,1,1,0,Two year,1,Credit card (automatic),101.1,6994.8,0,61-72,Very High,68.50930460333008,6,1,1,1
Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,273.25,0,13-24,Low,12.889150943396228,1,0,0,0
Female,1,1,0,59,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Electronic check,94.05,5483.9,0,49-60,High,57.694897422409255,6,1,0,1
Male,1,1,0,13,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.25,1233.65,1,13-24,High,12.817142857142859,4,0,0,1
Male,1,1,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.4,527.9,1,0-12,High,7.001326259946949,2,0,0,1
Female,0,1,0,62,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,81.0,4985.9,0,61-72,High,60.80365853658536,6,1,0,1
Female,0,0,0,21,1,0,DSL,1,0,1,1,0,0,One year,1,Electronic check,60.25,1258.35,0,13-24,Medium,20.544489795918366,4,0,0,1
Female,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,60.85,111.4,0,0-12,Medium,1.8011317704122878,3,0,0,1
Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),43.95,43.95,0,0-12,Medium,0.9777530589543938,1,0,1,1
Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,86.05,308.1,0,0-12,High,3.5393452039058015,3,0,0,1
Female,0,0,0,19,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.25,383.65,0,13-24,Low,18.054117647058824,1,0,1,0
Female,0,0,0,30,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,0,Electronic check,85.15,2555.9,1,25-48,High,29.6680208937899,3,1,0,1
Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.4,1284.2,0,61-72,Low,62.95098039215687,1,1,1,0
Male,1,1,0,72,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Credit card (automatic),102.65,7550.3,0,61-72,Very High,72.84418716835503,6,1,1,1
Male,0,1,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.9,1110.05,0,49-60,Low,53.11244019138756,1,1,1,0
Female,0,0,0,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.55,99.6,0,0-12,Low,4.846715328467153,1,0,0,0
Male,1,1,0,71,1,0,Fiber optic,0,1,1,1,0,1,Two year,1,Credit card (automatic),95.5,6707.15,0,61-72,High,69.50414507772021,5,1,1,1
Female,0,1,1,50,1,1,DSL,0,1,1,1,1,1,One year,1,Credit card (automatic),84.15,4164.4,0,49-60,High,48.906635349383436,7,1,1,1
Male,0,1,1,56,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Electronic check,103.2,5873.75,0,49-60,Very High,56.369961612284065,6,1,0,1
Male,0,0,0,2,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),50.2,109.25,0,0-12,Medium,2.1337890625,2,0,1,1
Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.55,179.25,1,0-12,High,2.001675041876047,4,0,0,1
Male,0,1,1,24,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,54.75,1338.15,1,13-24,Medium,24.002690582959644,3,1,0,1
Male,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.95,862.4,0,25-48,Low,41.16467780429594,1,1,1,0
Male,0,1,0,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,116.25,8564.75,0,61-72,Very High,73.04690831556503,8,1,0,1
Female,0,0,0,29,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,31.2,926.2,0,25-48,Low,28.763975155279503,1,1,0,1
Male,0,1,1,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1718.2,0,61-72,Low,67.51277013752456,2,1,1,0
Male,0,1,0,71,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.85,0,61-72,High,69.91607981220658,7,1,1,1
Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.3,91.3,1,0-12,High,0.9891657638136512,3,0,0,1
Male,1,1,0,56,1,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),85.65,4824.45,0,49-60,High,55.67743796884015,7,1,1,1
Male,0,0,1,56,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,21.2,1238.65,0,49-60,Low,55.79504504504505,1,1,0,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.5,79.5,1,0-12,High,0.9875776397515528,2,0,0,1
Female,0,1,0,28,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,25.55,672.2,0,25-48,Low,25.318267419962336,2,1,0,0
Female,0,1,1,19,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,382.2,0,13-24,Low,18.028301886792452,1,0,0,0
Male,0,1,0,66,1,1,DSL,0,0,0,1,0,1,Month-to-month,0,Electronic check,63.85,4264.6,0,61-72,Medium,65.76098689282962,4,1,0,1
Female,0,1,1,17,1,1,DSL,0,0,1,1,0,0,One year,1,Mailed check,61.95,1070.7,0,13-24,Medium,17.008737092930897,4,0,0,1
Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.75,1345.85,0,49-60,Low,50.31214953271028,2,1,0,0
Female,0,0,0,19,1,0,DSL,0,1,0,0,1,0,One year,0,Electronic check,58.2,1045.25,0,13-24,Medium,17.65625,3,0,0,1
Female,0,0,0,36,1,0,DSL,1,1,1,1,1,1,One year,0,Bank transfer (automatic),85.85,3003.55,0,25-48,High,34.58318940702361,7,1,1,1
Male,1,1,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.1,467.55,1,0-12,High,6.575949367088608,1,0,0,1
Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),104.9,7537.5,0,61-72,Very High,71.1756373937677,7,1,1,1
Male,0,1,1,67,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,111.3,7482.1,1,61-72,Very High,66.62600178094391,7,1,0,1
Male,1,0,0,34,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,99.85,3343.15,0,25-48,High,33.149727317798714,5,1,0,1
Male,1,1,0,57,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.25,5427.05,1,49-60,High,56.384935064935064,5,1,1,1
Female,0,1,0,7,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,86.25,587.1,1,0-12,High,6.72893982808023,3,0,0,1
Female,1,1,0,1,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,100.8,1,0-12,Very High,0.9901768172888016,5,0,0,1
Male,0,1,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.55,161.15,0,0-12,Low,7.841849148418492,1,0,1,0
Female,0,0,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Electronic check,104.0,7028.5,0,61-72,Very High,66.93809523809524,6,1,0,1
Female,0,1,0,50,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Mailed check,104.4,5232.9,0,49-60,Very High,49.64800759013282,6,1,0,1
Male,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,225.85,0,0-12,Low,11.017073170731708,1,0,0,0
Female,0,1,1,12,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,274.7,0,0-12,Low,10.464761904761904,2,0,1,0
Female,0,0,0,14,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.3,1180.95,1,13-24,High,13.52749140893471,3,0,0,1
Female,0,1,0,70,0,0,DSL,1,0,1,1,0,1,Two year,1,Bank transfer (automatic),49.85,3370.2,0,61-72,Medium,66.27728613569322,4,1,1,1
Female,1,0,0,64,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),108.95,7111.3,0,61-72,Very High,64.67758071850841,7,1,1,1
Female,0,1,1,66,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.9,5958.85,0,61-72,High,65.55390539053906,8,1,1,1
Female,0,1,1,71,1,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),82.0,5999.85,0,61-72,High,72.28734939759036,6,1,1,1
Male,1,0,0,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.95,1648.45,0,13-24,High,18.124793842770753,3,0,0,1
Male,0,1,0,72,1,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.35,5753.25,0,61-72,High,71.60236465463598,6,1,1,1
Female,0,1,1,71,1,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),64.05,4492.9,0,61-72,Medium,69.06840891621829,5,1,1,1
Male,0,1,1,38,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),101.15,3956.7,0,25-48,Very High,38.734214390602055,5,1,1,1
Female,0,0,0,28,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.95,2625.55,1,25-48,High,28.868059373282023,4,1,0,1
Male,1,1,0,17,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,76.45,1233.4,1,13-24,High,15.925112976113622,2,0,0,1
Male,0,0,0,33,0,0,DSL,0,1,0,0,1,0,One year,1,Electronic check,39.1,1309.0,0,25-48,Medium,32.643391521197,2,1,0,1
Female,0,1,1,23,0,0,DSL,1,0,0,1,0,0,Two year,0,Mailed check,34.6,813.45,0,13-24,Low,22.849719101123597,2,0,0,1
Male,0,1,1,58,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.55,1108.8,0,49-60,Low,53.95620437956204,1,1,0,0
Female,1,1,0,70,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),104.45,7349.35,0,61-72,Very High,69.69511616880038,6,1,1,1
Male,0,1,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.5,294.2,0,0-12,High,4.114685314685315,1,0,0,1
Male,0,1,1,45,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,929.2,0,25-48,Low,43.522248243559716,1,1,0,0
Male,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,740.0,1,0-12,Medium,10.422535211267606,1,0,0,1
Male,0,1,1,36,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.45,754.5,0,25-48,Low,36.89486552567237,1,1,1,0
Male,0,0,0,54,1,0,DSL,1,1,0,1,1,0,Month-to-month,1,Mailed check,69.9,3883.3,0,49-60,Medium,54.77150916784203,5,1,0,1
Male,0,1,1,23,1,1,DSL,0,1,0,1,0,0,Two year,0,Mailed check,59.7,1414.2,0,13-24,Medium,23.29818780889621,4,0,0,1
Female,0,1,1,41,1,1,DSL,1,1,1,0,1,0,One year,1,Credit card (automatic),78.35,3211.2,0,25-48,High,40.46880907372401,6,1,1,1
Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,71.45,371.6,0,0-12,High,5.129054520358868,1,0,0,1
Male,0,1,1,27,0,0,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.85,1246.4,0,25-48,Medium,26.604055496264674,3,1,1,1
Female,0,0,0,1,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.85,95.85,0,0-12,High,0.9896747547754259,4,0,0,1
Female,0,1,1,67,0,0,DSL,1,0,0,1,0,0,Two year,0,Credit card (automatic),35.7,2545.7,0,61-72,Medium,69.3651226158038,2,1,1,1
Female,1,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),89.55,6448.85,0,61-72,High,71.21866372170072,8,1,1,1
Female,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1468.9,0,49-60,Low,56.60500963391137,2,1,1,0
Male,0,1,1,44,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.85,1013.6,0,25-48,Low,39.210831721470015,2,1,0,0
Female,1,1,0,66,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.8,6690.75,0,61-72,Very High,65.72445972495089,5,1,0,1
Female,0,0,0,34,1,1,DSL,1,1,0,1,0,0,One year,1,Mailed check,64.4,2088.75,1,25-48,Medium,31.93807339449541,5,1,0,1
Female,0,1,0,69,1,1,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),105.35,7240.65,0,61-72,Very High,68.08321579689704,6,1,1,1
Female,0,1,1,1,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,102.45,102.45,1,0-12,Very High,0.9903334944417593,6,0,0,1
Female,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,830.25,0,25-48,Low,40.20581113801453,1,1,1,0
Male,0,1,1,30,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),54.45,1588.7,0,25-48,Medium,28.65103697024346,3,1,1,1
Female,0,0,0,11,1,0,DSL,0,0,0,1,1,1,Month-to-month,0,Mailed check,70.5,829.3,0,0-12,High,11.598601398601398,4,0,0,1
Female,0,0,0,15,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.1,302.45,0,13-24,Low,14.334123222748813,1,0,1,0
Male,0,0,0,11,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,69.35,712.25,0,0-12,Medium,10.124378109452737,4,0,0,1
Female,0,1,1,64,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,1336.65,0,61-72,Low,64.26201923076923,1,1,1,0
Male,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),74.4,5360.75,0,61-72,High,71.09748010610079,6,1,1,1
Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),93.05,6735.05,0,61-72,High,71.6113769271664,6,1,1,1
